Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimIndicator
0.03,C,7,1,46,50,B10,Diesel,169,R22,1
1.0,C,4,14,71,50,B2,Regular,405,R24,0
0.01,C,8,1,81,50,B3,Diesel,229,R53,0
0.38,C,9,12,41,50,B3,Regular,159,R72,0
0.1,D,6,4,35,90,B12,Diesel,979,R42,0
0.61,E,9,7,51,50,B1,Regular,3744,R93,0
0.76,C,8,16,47,50,B2,Regular,149,R24,0
0.48,E,5,0,46,50,B3,Regular,3744,R93,0
0.24,C,6,8,51,50,B1,Diesel,155,R24,1
0.34,D,7,5,22,90,B6,Regular,1495,R24,0
0.37,C,6,12,37,50,B5,Regular,171,R91,0
0.5,A,6,15,36,75,B1,Diesel,39,R52,0
0.08,E,4,7,42,76,B2,Diesel,2983,R31,0
0.92,B,6,11,33,85,B1,Regular,57,R24,0
0.07,B,5,6,30,76,B3,Diesel,78,R93,0
0.03,C,4,3,50,50,B1,Regular,142,R52,0
0.78,B,7,0,26,72,B12,Regular,58,R54,0
0.13,C,4,2,32,51,B12,Regular,458,R93,0
1.0,B,5,5,49,50,B2,Regular,50,R24,0
1.0,D,5,7,65,50,B4,Regular,1955,R94,0
0.09,C,5,6,35,50,B3,Diesel,119,R82,0
0.08,E,5,14,35,85,B2,Diesel,5460,R11,0
1.0,A,5,14,45,50,B5,Diesel,38,R24,0
0.08,D,8,1,40,67,B6,Diesel,612,R73,0
0.8,C,5,5,33,69,B2,Diesel,362,R54,0
0.6,E,7,0,39,50,B6,Diesel,2606,R31,0
1.0,A,6,3,47,50,B1,Diesel,50,R53,0
0.92,D,4,11,89,64,B4,Regular,1521,R82,0
0.22,A,9,14,29,76,B1,Regular,15,R24,1
1.0,E,5,8,33,50,B1,Regular,3317,R93,0
0.57,D,4,6,24,85,B2,Regular,1962,R82,0
0.49,C,7,1,67,50,B2,Diesel,180,R91,0
1.0,D,6,15,55,95,B14,Regular,1490,R31,0
0.08,D,8,1,45,51,B3,Diesel,1101,R31,0
0.31,D,7,12,58,50,B1,Regular,1358,R11,0
0.5,E,6,9,34,55,B3,Diesel,4393,R11,0
1.0,C,7,3,55,61,B12,Regular,295,R24,0
1.0,E,5,3,83,50,B12,Regular,4762,R93,0
0.33,A,8,5,31,51,B1,Regular,42,R24,0
0.08,C,6,1,34,51,B3,Diesel,483,R91,0
1.0,C,4,8,53,50,B2,Diesel,453,R93,0
0.14,C,4,1,66,50,B12,Regular,458,R93,0
1.0,E,6,8,52,50,B3,Diesel,2694,R54,0
0.09,C,6,10,43,68,B2,Diesel,343,R82,0
0.52,A,7,16,30,67,B11,Regular,39,R24,0
1.0,A,6,2,77,50,B2,Regular,44,R24,0
0.09,C,7,0,54,50,B12,Diesel,252,R24,0
0.28,D,7,8,55,52,B1,Diesel,1326,R93,0
1.0,D,6,15,41,50,B2,Diesel,594,R24,0
0.74,E,6,1,38,60,B12,Diesel,4650,R11,0
0.08,E,6,5,44,50,B2,Diesel,3317,R93,0
1.0,E,6,3,39,50,B2,Diesel,3021,R53,0
0.29,A,6,8,28,68,B1,Diesel,37,R54,0
0.58,F,7,10,28,85,B1,Diesel,27000,R11,0
0.07,D,6,6,27,80,B2,Diesel,663,R31,0
0.28,A,5,10,46,50,B2,Diesel,10,R24,0
1.0,C,5,4,41,68,B5,Regular,119,R54,0
0.22,B,4,1,65,53,B12,Diesel,50,R73,0
0.02,D,7,0,53,50,B12,Diesel,965,R54,0
1.0,A,5,15,28,57,B1,Regular,48,R24,0
0.12,E,5,1,66,50,B12,Regular,3963,R91,0
0.11,F,7,10,35,63,B12,Regular,27000,R11,1
0.91,E,4,12,39,50,B1,Regular,3317,R93,0
1.0,C,7,4,56,50,B10,Diesel,141,R82,0
0.29,E,5,2,30,64,B6,Regular,2575,R52,0
1.0,A,5,9,31,51,B2,Diesel,14,R24,0
0.2,D,11,7,44,67,B1,Diesel,813,R82,0
0.08,C,5,2,45,50,B1,Regular,171,R91,0
0.08,E,6,4,50,95,B2,Diesel,4059,R23,0
1.0,E,5,4,57,50,B5,Diesel,4348,R72,0
0.95,B,7,2,58,50,B13,Diesel,83,R23,0
0.27,E,7,8,48,68,B13,Diesel,4059,R23,0
0.65,D,12,3,47,50,B10,Diesel,606,R82,1
0.45,A,6,3,54,50,B3,Diesel,15,R21,0
0.14,C,7,13,31,54,B1,Regular,388,R93,0
0.00273224,C,6,9,34,50,B2,Diesel,213,R74,0
1.0,A,6,10,73,50,B6,Regular,14,R82,0
1.0,C,5,6,50,50,B1,Regular,473,R53,0
0.36,E,9,1,46,50,B2,Regular,5628,R11,0
0.2,D,4,15,26,90,B4,Regular,670,R82,0
0.33,C,6,0,43,50,B1,Diesel,295,R24,0
0.06,A,6,1,64,50,B2,Diesel,8,R94,0
0.36,C,4,1,73,50,B12,Regular,278,R72,0
0.9,D,8,4,47,57,B2,Diesel,1313,R24,0
0.24,C,9,15,40,71,B11,Regular,103,R82,0
0.74,A,10,10,31,64,B13,Diesel,34,R72,0
0.08,E,7,14,45,50,B4,Regular,2699,R11,0
1.0,D,4,14,63,52,B1,Diesel,763,R52,0
1.0,D,4,10,58,50,B2,Regular,586,R41,0
0.05,D,7,0,27,76,B12,Diesel,1468,R31,0
1.0,E,5,3,51,50,B1,Regular,4128,R52,0
1.0,D,4,18,70,50,B1,Regular,1127,R24,0
1.0,D,4,4,44,50,B6,Regular,747,R53,0
0.5,E,4,14,37,90,B1,Regular,3317,R93,0
0.82,A,5,1,49,50,B12,Regular,39,R93,0
1.0,C,11,11,49,50,B10,Regular,399,R24,0
0.09,E,14,0,54,50,B14,Regular,2733,R93,0
0.0027397260273972,E,6,10,43,125,B1,Diesel,2252,R82,0
1.0,A,6,4,66,50,B2,Diesel,35,R24,0
0.08,C,7,8,54,50,B11,Diesel,269,R91,0
0.41,C,6,3,24,76,B3,Diesel,473,R53,0
0.42,E,7,1,30,54,B12,Regular,2311,R11,0
0.39,F,6,1,29,51,B1,Diesel,27000,R11,0
1.0,C,5,12,35,72,B3,Regular,235,R54,0
0.37,B,5,0,48,50,B12,Regular,63,R73,0
1.0,C,5,8,39,50,B5,Diesel,133,R23,0
1.0,E,6,3,33,50,B1,Diesel,4998,R11,0
0.06,D,10,4,40,50,B2,Regular,625,R11,0
0.1,A,9,1,69,50,B4,Diesel,15,R24,0
1.0,D,9,6,67,50,B1,Regular,586,R41,1
0.2,C,7,9,61,50,B12,Regular,101,R72,0
1.0,C,5,5,40,50,B2,Regular,295,R24,0
0.25,C,7,11,36,50,B2,Regular,155,R24,0
0.08,C,8,10,44,50,B1,Regular,315,R91,0
0.01,B,6,5,26,85,B5,Regular,66,R72,0
0.43,D,5,0,31,100,B12,Regular,1557,R82,0
0.12,E,5,4,30,100,B12,Regular,3657,R82,0
0.42,C,7,7,25,125,B2,Regular,137,R31,0
0.49,C,6,4,36,50,B2,Diesel,184,R25,0
0.08,C,4,11,51,51,B4,Diesel,152,R91,0
0.06,C,6,3,44,50,B3,Diesel,354,R52,0
0.32,C,6,0,47,50,B12,Diesel,115,R91,0
1.0,B,8,16,40,50,B1,Regular,99,R53,0
1.0,A,4,16,46,50,B1,Regular,23,R24,0
0.49,E,8,1,44,80,B12,Diesel,5433,R93,0
0.27,A,4,3,55,57,B12,Diesel,14,R26,0
0.33,A,5,5,38,50,B6,Diesel,45,R24,0
1.06,C,6,11,60,50,B5,Diesel,327,R91,0
1.0,A,4,19,71,50,B1,Regular,17,R74,0
0.2,B,7,14,53,50,B5,Regular,79,R24,0
0.55,D,8,19,28,95,B1,Diesel,726,R91,0
0.34,C,8,1,29,57,B10,Diesel,405,R24,0
0.61,D,6,13,37,57,B13,Regular,1127,R24,0
1.0,C,7,2,26,64,B2,Regular,242,R82,0
0.54,E,7,9,37,50,B12,Regular,6689,R11,0
0.37,C,7,9,50,50,B1,Diesel,222,R24,0
1.0,C,4,13,41,50,B2,Regular,208,R52,0
0.87,D,10,3,63,50,B12,Regular,1862,R31,0
1.0,C,4,3,51,50,B2,Regular,346,R26,0
0.42,D,6,3,25,100,B2,Diesel,886,R54,0
0.25,A,9,18,33,64,B12,Diesel,8,R26,0
0.12,E,4,14,25,90,B5,Diesel,3317,R93,0
0.96,C,7,0,38,50,B2,Diesel,174,R53,0
0.48,C,5,1,33,50,B1,Diesel,252,R24,1
0.04,E,7,10,26,90,B1,Diesel,4436,R25,0
0.2,D,12,3,69,50,B12,Regular,629,R21,0
0.42,D,7,14,44,50,B1,Regular,821,R24,0
0.98,E,7,8,45,50,B2,Diesel,3657,R82,0
1.0,C,10,4,61,50,B13,Diesel,378,R82,0
1.0,E,5,2,53,50,B6,Regular,3744,R93,0
0.04,E,6,5,27,85,B12,Regular,2951,R41,0
0.19,B,7,1,43,70,B12,Diesel,93,R73,0
1.0,E,8,17,48,50,B11,Regular,9307,R82,1
0.71,A,5,13,22,80,B1,Diesel,33,R24,0
0.32,E,5,2,30,95,B12,Regular,8346,R11,0
0.04,E,5,2,40,51,B12,Regular,3132,R11,0
1.0,E,8,12,34,51,B6,Regular,3317,R93,0
0.05,C,5,10,28,100,B2,Diesel,405,R24,0
1.0,E,4,3,34,50,B6,Regular,4685,R11,0
0.08,E,7,14,30,72,B11,Diesel,4775,R11,0
1.0,A,6,10,75,50,B1,Regular,29,R24,0
0.08,A,6,10,52,50,B1,Diesel,48,R24,0
1.0,E,5,7,29,50,B6,Regular,4762,R93,0
0.49,D,6,7,34,53,B3,Diesel,889,R82,0
0.5,C,10,4,40,50,B11,Diesel,381,R23,0
0.99,D,4,4,55,50,B12,Regular,1182,R82,0
0.51,E,8,2,39,51,B12,Regular,3744,R93,0
0.63,D,7,1,36,62,B12,Diesel,966,R72,0
0.28,D,5,6,30,68,B1,Diesel,1273,R41,0
0.21,C,4,11,21,90,B4,Diesel,202,R82,0
0.75,B,4,12,28,60,B2,Regular,63,R22,0
0.66,C,6,6,63,50,B2,Diesel,143,R93,0
0.94,F,15,5,27,64,B12,Regular,18229,R11,0
0.63,E,9,1,52,50,B12,Regular,3184,R11,0
1.0,D,4,2,70,50,B1,Regular,634,R53,0
0.5,E,7,1,61,60,B12,Regular,6736,R11,0
1.0,C,7,12,30,51,B1,Regular,112,R52,0
0.46,E,5,3,41,50,B12,Regular,6257,R11,0
0.57,C,4,1,45,77,B1,Diesel,133,R23,0
0.44,E,9,7,50,64,B11,Regular,2103,R25,0
0.66,E,5,2,34,50,B1,Diesel,2715,R93,0
0.57,A,6,6,55,59,B2,Diesel,21,R24,0
0.08,E,5,13,57,50,B5,Diesel,4059,R23,0
0.62,E,5,9,40,50,B5,Diesel,2715,R93,0
0.24,C,7,10,47,50,B2,Regular,177,R93,0
0.0027397260273972,C,10,14,31,57,B2,Diesel,153,R54,0
0.37,A,6,9,48,50,B1,Diesel,32,R24,0
0.95,F,12,9,54,50,B12,Diesel,27000,R11,0
0.32,C,4,4,46,50,B12,Regular,113,R31,0
1.0,E,5,7,62,50,B13,Diesel,3744,R93,0
0.22,E,6,0,40,51,B1,Regular,3744,R93,0
0.61,A,5,2,70,53,B12,Regular,16,R83,0
0.87,C,4,14,47,50,B1,Regular,186,R24,0
0.74,E,5,7,37,50,B1,Regular,3859,R82,0
0.72,C,7,4,51,50,B1,Diesel,405,R24,0
0.58,C,12,2,43,50,B11,Diesel,163,R52,0
0.7,A,10,1,78,50,B12,Regular,31,R72,0
1.0,C,10,19,35,72,B10,Diesel,295,R24,0
0.49,C,7,6,57,50,B2,Diesel,431,R53,0
0.08,D,4,14,33,95,B2,Diesel,533,R93,0
0.0027397260273972,D,6,3,40,50,B12,Diesel,1385,R53,0
0.82,D,7,3,46,80,B5,Regular,1329,R11,0
0.14,E,4,14,46,50,B14,Regular,4762,R93,0
0.12,E,7,11,20,100,B3,Regular,2044,R24,0
0.4,A,5,1,38,50,B12,Regular,44,R26,0
0.19,C,6,1,41,50,B12,Diesel,132,R93,0
0.35,E,4,3,51,50,B12,Regular,3386,R11,0
0.4,D,6,10,56,50,B3,Regular,824,R91,0
0.03,D,7,1,36,53,B12,Diesel,1451,R31,0
1.0,A,9,10,54,50,B10,Diesel,44,R24,0
0.4,C,7,15,65,50,B1,Diesel,171,R91,0
1.0,B,6,5,75,50,B1,Regular,81,R24,0
0.08,E,8,11,58,80,B13,Regular,4762,R93,0
1.0,A,5,2,54,50,B2,Regular,30,R24,0
0.4,C,10,3,39,50,B13,Diesel,122,R82,0
0.4,C,7,4,44,50,B1,Regular,182,R24,0
0.4,D,5,13,30,76,B2,Regular,681,R82,0
1.0,D,8,11,54,50,B1,Diesel,1457,R52,1
0.23,D,7,7,43,50,B11,Diesel,1403,R93,1
0.36,D,5,1,29,90,B2,Diesel,563,R52,0
0.75,C,6,11,33,50,B1,Diesel,322,R82,0
0.5,A,4,0,75,50,B1,Diesel,26,R24,0
0.2,E,11,2,51,50,B12,Diesel,2117,R11,0
0.2,E,4,3,43,50,B12,Regular,3744,R93,0
0.7,E,5,6,42,50,B5,Diesel,3430,R82,0
1.0,C,5,4,25,68,B1,Diesel,461,R53,0
1.0,B,6,10,40,55,B1,Diesel,96,R52,0
0.42,E,8,2,31,100,B12,Regular,4436,R25,0
1.0,D,10,7,39,50,B5,Regular,582,R52,0
1.0,B,7,15,44,50,B1,Regular,58,R24,0
0.21,E,5,15,49,50,B1,Regular,3744,R93,0
1.0,C,6,13,30,50,B2,Diesel,180,R73,0
1.0,A,7,12,40,50,B1,Regular,9,R24,0
1.0,D,5,6,40,50,B5,Regular,1250,R93,0
0.01,D,5,5,29,125,B2,Diesel,1767,R31,0
1.0,C,8,16,71,50,B1,Diesel,118,R24,0
0.94,A,6,0,60,50,B1,Regular,31,R82,0
0.67,C,6,2,69,50,B2,Regular,214,R26,0
0.07,C,7,6,39,80,B1,Diesel,461,R53,0
0.12,B,7,3,22,125,B1,Regular,51,R24,0
1.0,A,8,1,33,62,B13,Diesel,15,R82,0
0.64,D,7,6,51,50,B11,Regular,722,R53,0
0.02,B,6,6,31,60,B12,Regular,71,R82,0
0.42,C,9,3,34,50,B10,Diesel,132,R53,0
0.46,C,4,1,54,50,B12,Regular,163,R54,0
0.71,E,9,1,41,50,B6,Diesel,9096,R11,0
1.0,A,5,1,36,50,B2,Regular,14,R24,0
0.41,A,5,4,28,60,B3,Diesel,30,R91,0
1.0,C,4,12,75,76,B1,Regular,182,R24,0
1.0,C,4,18,46,51,B1,Regular,211,R91,0
0.08,D,6,17,58,50,B4,Regular,916,R31,0
1.0,A,6,7,82,50,B2,Diesel,45,R82,0
1.0,E,7,9,39,54,B6,Regular,4172,R82,0
0.49,C,10,9,57,50,B3,Diesel,481,R93,0
0.08,D,5,4,29,72,B5,Diesel,879,R31,0
1.0,C,4,11,28,68,B6,Regular,150,R24,0
1.0,B,12,1,42,50,B3,Diesel,56,R24,0
0.2,D,6,15,32,85,B1,Diesel,677,R31,0
0.85,C,9,4,49,50,B1,Regular,238,R52,0
0.62,E,5,11,20,95,B3,Regular,2740,R22,0
1.0,D,7,5,57,50,B2,Diesel,1313,R24,0
0.87,D,4,1,60,50,B12,Regular,793,R91,0
0.84,E,6,4,53,50,B12,Regular,4998,R11,0
0.69,D,8,0,32,51,B12,Regular,1060,R11,0
0.62,E,4,2,51,95,B12,Diesel,6617,R11,0
1.0,A,5,17,29,60,B3,Regular,17,R24,0
0.08,E,6,6,42,50,B2,Regular,3744,R93,0
0.12,D,4,2,38,50,B12,Diesel,1002,R82,0
0.67,D,6,3,40,68,B12,Diesel,1609,R11,0
1.0,C,9,11,69,50,B11,Regular,393,R91,0
0.67,D,6,3,59,50,B12,Diesel,1001,R11,0
0.89,E,5,1,55,58,B2,Diesel,4116,R24,0
0.18,E,6,0,80,50,B12,Regular,9307,R82,0
1.0,A,4,12,50,50,B5,Regular,44,R53,0
0.01,D,5,11,42,50,B5,Diesel,1602,R53,0
0.06,E,8,4,38,50,B12,Diesel,4972,R42,0
0.03,D,8,1,62,50,B12,Diesel,721,R93,0
1.0,C,7,8,70,50,B2,Regular,272,R82,0
0.74,D,11,5,27,66,B12,Diesel,824,R91,0
0.08,A,4,14,49,72,B2,Regular,27,R73,0
0.65,C,14,6,48,100,B10,Regular,235,R82,0
0.24,C,5,2,58,50,B12,Regular,330,R93,0
0.75,B,5,14,41,68,B4,Regular,50,R24,0
0.01,D,7,6,30,64,B6,Regular,658,R93,0
0.01,A,5,6,48,50,B2,Regular,30,R24,0
0.36,C,5,1,33,50,B12,Regular,204,R91,0
1.0,E,11,3,56,50,B10,Regular,4128,R52,0
0.59,C,8,6,68,50,B2,Diesel,227,R54,0
0.52,E,10,5,63,50,B12,Regular,3430,R93,0
0.16,D,9,20,30,60,B3,Regular,1764,R21,0
1.0,D,6,7,58,50,B2,Diesel,614,R24,0
0.0054794520547945,B,6,4,55,50,B1,Diesel,65,R52,0
0.03,A,6,12,39,50,B2,Diesel,15,R24,0
0.32,C,4,0,43,95,B3,Diesel,164,R31,0
1.0,E,9,14,76,50,B1,Regular,2103,R25,1
0.28,B,5,4,46,50,B12,Regular,85,R93,0
1.0,C,4,8,55,55,B4,Diesel,173,R93,1
1.0,A,6,9,51,50,B3,Diesel,13,R24,0
0.1,D,7,7,23,76,B4,Regular,549,R82,0
1.0,B,5,1,61,50,B2,Diesel,51,R24,0
0.2,D,5,1,46,85,B12,Diesel,1326,R93,0
0.91,C,7,22,90,50,B2,Regular,149,R24,0
0.05,C,5,4,41,50,B12,Regular,323,R73,0
1.0,B,5,11,42,50,B5,Diesel,73,R25,0
1.0,B,5,6,25,76,B2,Regular,64,R72,0
0.46,C,6,1,40,59,B12,Diesel,117,R74,0
0.07,D,8,0,42,50,B12,Regular,1468,R93,0
1.0,E,10,4,58,50,B14,Diesel,3744,R93,0
0.15,C,7,9,45,68,B2,Diesel,308,R24,0
0.03,E,7,0,45,50,B12,Regular,9082,R11,0
1.0,C,5,7,64,50,B1,Regular,229,R53,0
0.49,E,9,11,49,50,B1,Regular,2051,R82,0
0.73,E,6,8,49,50,B2,Diesel,3688,R82,0
0.08,E,14,17,41,50,B6,Regular,3184,R11,0
0.08,B,6,9,29,54,B3,Diesel,59,R24,0
0.09,F,5,0,32,67,B12,Regular,27000,R11,0
1.0,A,4,11,68,50,B5,Regular,39,R24,0
1.0,F,5,8,22,125,B2,Regular,27000,R11,1
0.05,D,9,6,22,90,B1,Regular,779,R82,0
0.08,A,5,14,40,54,B2,Diesel,27,R24,0
0.08,D,5,1,68,85,B3,Diesel,1052,R24,0
0.08,E,5,0,49,51,B12,Regular,4496,R11,0
0.36,D,6,4,39,72,B12,Regular,949,R24,0
0.76,C,5,3,31,51,B3,Diesel,188,R24,0
0.92,A,6,3,35,50,B2,Diesel,29,R24,0
0.03,D,7,3,34,90,B12,Regular,578,R11,0
0.07,B,6,10,39,56,B2,Regular,51,R24,0
0.53,A,7,0,32,50,B2,Regular,37,R24,0
1.0,A,4,18,62,50,B2,Regular,5,R24,0
1.0,C,5,6,68,50,B2,Regular,227,R25,0
0.3,C,8,0,47,50,B2,Regular,160,R93,0
0.56,E,7,10,27,95,B3,Regular,2369,R11,0
0.08,D,7,2,33,77,B3,Diesel,1287,R72,0
0.49,D,11,4,57,50,B12,Regular,1445,R72,0
0.87,D,7,12,25,90,B2,Diesel,1054,R24,0
1.0,B,6,12,74,50,B2,Diesel,67,R24,0
0.52,E,11,1,49,50,B12,Diesel,4222,R11,0
0.24,B,6,5,37,78,B2,Diesel,63,R24,0
0.25,C,5,14,33,80,B5,Regular,271,R24,0
1.0,D,6,11,48,50,B1,Diesel,1329,R11,0
0.87,D,7,2,58,50,B12,Regular,1510,R11,0
1.0,D,9,18,26,64,B3,Regular,741,R24,0
1.0,B,7,11,47,50,B2,Diesel,81,R24,0
0.06,C,4,12,54,50,B1,Regular,230,R54,0
1.0,A,4,2,76,50,B1,Regular,16,R52,0
1.0,A,6,12,82,50,B1,Diesel,9,R24,0
0.21,C,8,3,56,50,B12,Diesel,236,R11,0
0.18,D,4,0,21,100,B12,Regular,1516,R72,0
1.0,A,7,16,43,50,B1,Regular,13,R24,0
0.29,B,4,6,66,50,B12,Regular,66,R93,0
0.29,C,4,3,55,50,B12,Diesel,161,R23,0
0.63,D,5,2,54,50,B12,Regular,1624,R73,0
0.24,E,6,6,55,62,B3,Diesel,2039,R31,0
1.0,D,4,2,63,50,B12,Regular,1408,R52,0
0.71,C,4,1,47,50,B12,Regular,498,R52,0
0.36,D,8,0,63,50,B10,Regular,1165,R53,0
0.91,D,8,5,35,54,B10,Diesel,741,R24,0
0.56,C,6,1,76,50,B12,Regular,393,R91,0
0.2,E,4,1,52,62,B12,Regular,2580,R72,0
0.06,C,7,0,40,50,B12,Regular,384,R11,0
0.58,C,7,3,72,50,B12,Regular,242,R31,0
1.0,E,10,6,60,50,B14,Diesel,3744,R93,0
0.73,D,7,10,32,90,B11,Diesel,1408,R52,0
1.0,D,7,7,38,51,B1,Diesel,1326,R93,1
0.54,D,7,1,51,50,B3,Diesel,741,R24,0
0.08,A,6,2,26,64,B12,Diesel,30,R26,0
0.9,C,7,9,40,50,B2,Regular,222,R24,0
0.97,D,5,12,39,60,B4,Diesel,1974,R54,0
0.11,A,6,1,69,50,B1,Regular,29,R24,0
0.24,A,5,17,68,50,B1,Diesel,30,R24,0
0.71,D,8,7,43,50,B1,Regular,1704,R82,0
1.0,E,6,7,38,68,B2,Diesel,3866,R24,0
0.96,E,5,6,29,72,B1,Regular,6736,R11,0
0.55,A,6,7,41,50,B1,Diesel,30,R24,0
1.0,D,5,2,75,50,B2,Regular,1055,R72,0
0.35,C,11,16,51,50,B1,Regular,273,R23,0
0.47,A,8,25,32,100,B2,Diesel,40,R24,0
0.0082191780821917,A,4,20,28,100,B2,Regular,17,R74,0
0.51,D,7,3,27,68,B12,Regular,1729,R74,0
1.0,E,6,2,41,50,B3,Diesel,3184,R11,0
1.0,D,7,7,40,56,B2,Regular,1064,R24,1
1.0,B,5,4,25,90,B2,Diesel,76,R24,0
0.82,A,6,26,35,50,B1,Regular,31,R24,0
0.81,A,5,1,46,50,B2,Regular,23,R24,0
1.0,D,6,10,62,50,B6,Regular,657,R54,0
0.4,F,4,0,63,50,B12,Regular,15703,R11,0
0.05,B,7,0,73,50,B12,Diesel,51,R93,0
0.28,E,5,9,40,57,B5,Diesel,2715,R93,0
0.03,E,10,4,48,72,B12,Regular,2733,R93,0
0.24,D,4,9,61,50,B2,Diesel,1448,R93,0
0.71,A,6,1,53,50,B12,Regular,39,R82,0
0.5,D,10,10,56,72,B2,Diesel,1326,R93,0
0.42,A,7,3,51,50,B1,Diesel,33,R24,0
0.08,C,4,16,41,60,B1,Regular,404,R52,0
0.29,C,8,3,48,50,B12,Diesel,159,R93,0
0.08,C,7,3,44,50,B5,Diesel,118,R53,0
0.24,B,6,6,44,50,B1,Diesel,72,R83,1
0.38,D,5,10,20,100,B2,Regular,845,R31,0
1.0,C,8,16,39,54,B1,Regular,167,R52,0
0.8,C,11,1,58,50,B2,Regular,369,R24,0
1.0,C,4,11,51,50,B2,Diesel,358,R24,0
0.64,A,6,4,62,50,B1,Diesel,30,R24,0
0.73,C,9,14,60,50,B10,Diesel,283,R25,0
0.1,A,6,12,49,50,B1,Diesel,13,R24,0
1.0,C,7,12,51,50,B1,Regular,181,R31,0
0.04,A,4,18,52,50,B1,Regular,40,R73,0
0.08,D,5,5,50,64,B5,Diesel,1326,R93,0
0.87,E,7,6,69,50,B10,Diesel,3866,R24,0
0.3,C,7,13,54,50,B1,Regular,149,R24,1
0.41,E,5,1,63,50,B1,Regular,3430,R93,0
0.18,B,4,0,30,76,B1,Regular,96,R52,0
0.03,A,6,10,56,50,B2,Diesel,20,R43,0
0.06,A,9,7,20,80,B1,Regular,16,R24,0
0.16,D,7,5,31,57,B3,Regular,747,R53,0
0.22,E,6,0,55,50,B12,Regular,5912,R41,1
0.89,E,8,3,35,95,B5,Regular,3857,R72,0
0.33,A,6,6,48,50,B2,Diesel,43,R54,0
1.0,D,8,2,29,76,B13,Diesel,1287,R72,0
1.0,B,6,20,65,50,B1,Regular,59,R24,0
0.02,C,5,1,34,68,B12,Regular,283,R72,0
0.04,D,6,13,41,100,B1,Regular,1326,R93,0
0.83,E,4,14,45,50,B2,Regular,4116,R24,0
0.41,E,7,20,49,50,B1,Regular,3240,R11,0
1.0,B,4,3,34,50,B1,Regular,58,R31,0
0.43,E,5,1,49,50,B12,Regular,6617,R11,0
0.12,E,7,3,28,60,B12,Regular,8455,R82,0
0.54,C,7,6,52,50,B2,Diesel,161,R82,0
0.41,A,10,14,53,50,B2,Diesel,48,R24,0
0.21,A,4,15,59,50,B1,Regular,31,R52,0
0.68,D,7,2,29,85,B3,Diesel,721,R93,0
1.0,C,7,10,52,51,B1,Diesel,269,R91,0
1.0,C,6,12,37,50,B1,Diesel,214,R26,0
0.15,A,6,2,43,50,B1,Diesel,37,R24,0
1.0,D,7,6,40,56,B2,Regular,1408,R52,0
0.49,A,4,9,64,50,B2,Diesel,12,R82,0
1.0,B,5,15,25,69,B2,Diesel,62,R53,0
0.6,E,5,1,27,95,B2,Regular,3963,R91,0
0.08,E,9,2,41,50,B2,Regular,7590,R11,0
0.47,D,4,7,30,60,B1,Regular,776,R11,0
0.74,D,5,0,27,80,B1,Diesel,889,R82,0
0.33,D,8,12,41,53,B2,Diesel,747,R53,0
0.28,D,4,2,61,50,B12,Regular,1629,R93,0
0.23,B,5,0,27,72,B12,Regular,99,R73,0
0.1,C,7,11,33,95,B6,Diesel,161,R82,0
0.15,A,6,17,46,50,B2,Regular,31,R24,0
0.38,C,6,3,34,50,B1,Diesel,108,R53,0
0.08,E,5,7,34,72,B3,Diesel,5053,R11,0
1.0,C,5,10,29,57,B2,Diesel,405,R24,0
1.0,C,6,5,50,50,B1,Diesel,124,R24,0
0.21,D,6,9,46,50,B12,Diesel,688,R11,0
0.07,D,6,8,26,68,B6,Regular,1313,R24,0
0.03,A,7,0,39,50,B2,Diesel,39,R26,0
0.12,A,6,3,65,50,B12,Diesel,23,R72,0
1.0,C,6,6,81,50,B5,Regular,229,R53,0
0.08,E,7,7,33,64,B4,Diesel,3628,R82,0
0.03,C,10,4,35,50,B12,Regular,110,R93,0
0.24,C,4,10,34,64,B2,Diesel,228,R73,0
0.7,C,6,5,54,68,B12,Diesel,246,R82,0
1.0,B,6,15,52,50,B1,Diesel,64,R52,0
1.0,D,4,10,33,51,B5,Regular,634,R53,0
1.0,E,7,2,76,62,B2,Regular,2252,R82,0
0.19,D,7,0,47,60,B12,Diesel,1001,R11,0
0.99,D,4,6,51,50,B2,Regular,747,R53,0
0.98,B,7,2,58,52,B1,Diesel,55,R25,0
1.0,A,6,11,46,50,B1,Diesel,42,R53,0
0.5,C,7,14,48,50,B1,Regular,307,R24,1
0.8,D,6,8,34,72,B3,Regular,1955,R94,1
0.08,B,6,0,45,50,B1,Diesel,68,R43,0
0.15,D,7,1,33,52,B2,Regular,1753,R82,0
1.0,C,6,7,54,50,B2,Diesel,165,R82,0
0.59,A,10,8,35,51,B10,Diesel,43,R54,0
0.12,F,10,2,43,72,B12,Regular,27000,R11,0
1.0,A,9,13,42,50,B10,Diesel,19,R24,0
0.24,A,4,12,19,100,B2,Regular,33,R54,0
0.88,B,5,8,49,50,B3,Diesel,89,R52,1
1.0,D,7,8,44,57,B2,Regular,1376,R11,0
0.81,C,5,9,43,50,B4,Regular,320,R82,0
1.0,C,7,3,47,50,B1,Regular,473,R53,0
0.0027397260273972,E,10,13,44,50,B12,Diesel,3744,R93,0
0.08,E,11,14,58,50,B10,Diesel,3708,R26,0
0.03,E,10,9,24,80,B12,Regular,5304,R11,1
1.0,A,8,12,40,90,B3,Regular,25,R24,0
