Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc
0.257357974,3.49,youngest cars,Hatchback,Female,older work. people,0
0.257357974,1.45,young cars,Hatchback,Female,young people,0
0.257357974,2.1,young cars,Sedan,Male,older work. people,0
0.257357974,1.47,oldest cars,Hardtop,Male,older work. people,0
0.9993155373,1.29,old cars,Hatchback,Female,oldest people,0
0.2546201232,1.49,oldest cars,Station wagon,Male,older work. people,0
0.2546201232,1.86,oldest cars,Truck,Male,working people,0
0.2546201232,0.76,oldest cars,Sedan,Female,young people,0
0.2546201232,0.8,oldest cars,Hatchback,Female,old people,0
0.462696783,2.71,old cars,Station wagon,Male,working people,0
0.3285420945,1.69,old cars,Sedan,Female,oldest people,0
0.2546201232,0.73,oldest cars,Sedan,Female,oldest people,0
0.0657084189,1.14,old cars,Sedan,Male,older work. people,0
0.2546201232,4.82,young cars,Station wagon,Female,older work. people,1
0.2546201232,0.78,old cars,Hatchback,Male,older work. people,0
0.257357974,1.61,oldest cars,Station wagon,Male,older work. people,0
0.3887748118,0.98,old cars,Sedan,Male,young people,1
0.257357974,0.98,oldest cars,Sedan,Male,older work. people,0
0.3312799452,1.37,youngest cars,Hatchback,Female,youngest people,0
0.1998631075,4.14,young cars,Station wagon,Male,working people,0
0.4599589322,0.68,oldest cars,Hatchback,Male,old people,0
0.4791238877,4.0,youngest cars,Utility,Female,working people,0
0.6680355921,1.45,youngest cars,Hatchback,Male,youngest people,0
0.257357974,0.66,oldest cars,Sedan,Female,older work. people,0
0.7419575633,1.24,old cars,Sedan,Female,working people,0
0.2546201232,2.47,youngest cars,Sedan,Female,old people,0
0.257357974,0.97,old cars,Sedan,Male,older work. people,0
0.2546201232,1.8,young cars,Sedan,Female,old people,0
0.0821355236,0.68,old cars,Hatchback,Female,young people,0
0.7419575633,0.95,oldest cars,Sedan,Female,young people,0
0.257357974,1.04,old cars,Sedan,Female,older work. people,0
0.2518822724,1.44,old cars,Sedan,Male,old people,0
0.0355920602,0.62,oldest cars,Sedan,Male,older work. people,0
0.2518822724,1.44,young cars,Sedan,Female,older work. people,0
0.7474332649,1.12,oldest cars,Sedan,Female,old people,0
0.2518822724,0.41,oldest cars,Hatchback,Female,young people,0
0.2518822724,0.81,old cars,Hatchback,Female,working people,0
0.1259411362,5.93,youngest cars,Station wagon,Female,working people,0
0.0027378508,2.6,youngest cars,Sedan,Female,oldest people,0
0.9993155373,1.37,old cars,Sedan,Female,oldest people,0
0.9993155373,1.58,old cars,Sedan,Male,youngest people,0
0.2546201232,1.03,old cars,Sedan,Male,older work. people,0
0.1834360027,1.9,oldest cars,Station wagon,Male,young people,0
0.3942505133,1.35,young cars,Hatchback,Female,working people,0
0.2518822724,2.58,young cars,Sedan,Female,old people,0
0.1779603012,4.34,young cars,Station wagon,Male,older work. people,0
0.5201916495,1.74,young cars,Sedan,Female,older work. people,0
0.4791238877,1.77,youngest cars,Hatchback,Male,working people,0
0.2546201232,0.71,old cars,Hatchback,Female,oldest people,0
0.2546201232,0.43,oldest cars,Hatchback,Female,older work. people,0
0.2546201232,1.03,old cars,Sedan,Male,oldest people,0
0.7446954141,4.29,young cars,Station wagon,Male,working people,0
0.2546201232,1.12,young cars,Hatchback,Female,oldest people,0
0.5366187543,0.81,old cars,Hatchback,Female,older work. people,1
0.1259411362,0.3,oldest cars,Hatchback,Female,young people,0
0.2518822724,1.26,old cars,Sedan,Male,old people,0
0.2518822724,1.51,young cars,Sedan,Male,oldest people,0
0.2518822724,2.76,youngest cars,Sedan,Female,old people,0
0.2518822724,1.35,old cars,Utility,Female,youngest people,0
0.2518822724,1.43,young cars,Hatchback,Female,working people,0
0.1232032854,2.42,old cars,Station wagon,Female,young people,0
0.3312799452,3.199,youngest cars,Station wagon,Female,working people,0
0.6680355921,4.33,young cars,Station wagon,Female,working people,0
0.2518822724,1.11,old cars,Hatchback,Male,old people,0
0.7446954141,3.05,old cars,Station wagon,Female,young people,0
0.2819986311,1.79,oldest cars,Station wagon,Male,working people,0
0.257357974,0.78,old cars,Hatchback,Female,older work. people,0
0.2546201232,0.39,oldest cars,Station wagon,Female,older work. people,0
0.2546201232,1.26,old cars,Station wagon,Female,older work. people,0
0.9993155373,1.24,oldest cars,Utility,Male,youngest people,0
0.2546201232,0.87,oldest cars,Sedan,Female,older work. people,0
0.052019165,2.23,old cars,Station wagon,Female,young people,0
0.2546201232,2.4,young cars,Hatchback,Female,older work. people,0
0.3805612594,0.72,old cars,Hatchback,Female,working people,0
0.2546201232,2.03,young cars,Sedan,Male,oldest people,0
0.605065024,1.21,old cars,Sedan,Female,old people,0
0.2546201232,1.9,old cars,Station wagon,Male,old people,0
0.257357974,0.92,old cars,Hatchback,Male,working people,0
0.2272416153,3.3,young cars,Station wagon,Male,working people,0
0.3805612594,0.89,oldest cars,Sedan,Female,old people,0
0.2518822724,0.79,oldest cars,Sedan,Female,older work. people,0
0.7419575633,2.02,old cars,Sedan,Female,old people,0
0.2546201232,1.02,old cars,Sedan,Female,working people,0
0.1505817933,0.46,oldest cars,Hatchback,Female,older work. people,0
0.7446954141,0.92,old cars,Hatchback,Male,older work. people,0
0.7446954141,0.81,old cars,Sedan,Male,old people,0
0.2546201232,1.43,young cars,Hatchback,Male,older work. people,0
0.9993155373,1.87,young cars,Sedan,Female,working people,0
0.2546201232,2.23,young cars,Station wagon,Male,older work. people,0
0.2546201232,2.06,old cars,Station wagon,Female,old people,0
0.4216290212,3.889,youngest cars,Truck,Male,young people,0
0.2546201232,0.84,old cars,Hatchback,Female,older work. people,0
0.2546201232,0.78,old cars,Hatchback,Female,old people,0
0.2518822724,1.38,old cars,Truck,Male,oldest people,0
0.1533196441,2.83,youngest cars,Station wagon,Male,youngest people,0
0.1177275838,0.46,oldest cars,Sedan,Female,oldest people,0
0.7474332649,1.22,old cars,Sedan,Female,oldest people,0
0.2518822724,2.55,youngest cars,Sedan,Female,working people,0
0.1834360027,0.96,old cars,Truck,Female,young people,0
0.9993155373,4.0,old cars,Station wagon,Female,older work. people,0
0.2546201232,1.61,oldest cars,Station wagon,Female,older work. people,0
0.1232032854,1.58,young cars,Hatchback,Female,young people,0
0.2546201232,0.79,oldest cars,Sedan,Male,working people,0
0.1259411362,1.8,young cars,Sedan,Male,old people,0
0.2546201232,7.15,youngest cars,Station wagon,Male,youngest people,0
0.4791238877,1.27,young cars,Hatchback,Female,older work. people,0
0.2546201232,1.66,young cars,Sedan,Female,oldest people,0
0.3805612594,1.55,youngest cars,Hatchback,Male,old people,0
0.257357974,1.03,old cars,Sedan,Female,oldest people,0
0.7474332649,2.59,youngest cars,Sedan,Female,older work. people,0
0.2546201232,0.79,oldest cars,Sedan,Female,oldest people,0
0.7474332649,0.55,oldest cars,Hatchback,Female,young people,0
0.7446954141,0.71,oldest cars,Utility,Female,working people,0
0.2546201232,3.14,old cars,Station wagon,Male,oldest people,0
0.2518822724,1.51,young cars,Sedan,Female,older work. people,0
0.0876112252,0.81,old cars,Sedan,Female,older work. people,1
0.334017796,0.82,old cars,Sedan,Male,oldest people,0
0.18617385349999999,0.99,young cars,Hatchback,Female,old people,0
0.2546201232,0.6,oldest cars,Utility,Male,old people,0
0.3394934976,4.89,youngest cars,Station wagon,Male,young people,0
0.3394934976,1.43,oldest cars,Hatchback,Female,oldest people,0
0.2546201232,1.23,oldest cars,Station wagon,Male,older work. people,0
0.257357974,1.54,old cars,Hardtop,Female,older work. people,0
0.257357974,0.75,oldest cars,Sedan,Female,older work. people,0
0.257357974,0.8,oldest cars,Utility,Male,working people,0
0.2546201232,1.19,old cars,Sedan,Female,old people,0
0.4517453799,1.67,old cars,Sedan,Female,young people,1
0.2518822724,1.54,old cars,Sedan,Female,old people,0
0.2518822724,1.51,oldest cars,Station wagon,Male,working people,0
0.2600958248,0.84,old cars,Utility,Male,old people,0
0.7419575633,4.73,youngest cars,Station wagon,Female,older work. people,1
0.257357974,2.21,old cars,Truck,Male,youngest people,0
0.257357974,4.32,youngest cars,Truck,Male,working people,0
0.257357974,1.6,young cars,Hatchback,Female,older work. people,0
0.257357974,0.89,old cars,Hatchback,Male,older work. people,0
0.3039014374,1.45,oldest cars,Truck,Male,older work. people,0
0.257357974,1.94,youngest cars,Sedan,Female,young people,0
0.257357974,2.46,youngest cars,Sedan,Male,older work. people,0
0.257357974,1.86,old cars,Coupe,Female,old people,0
0.3449691992,1.79,young cars,Sedan,Male,young people,0
0.9993155373,4.0,old cars,Station wagon,Female,old people,1
0.257357974,1.07,old cars,Sedan,Male,young people,0
0.1533196441,3.68,young cars,Station wagon,Female,young people,0
0.1177275838,1.06,old cars,Sedan,Female,older work. people,1
0.2546201232,0.55,oldest cars,Minibus,Female,older work. people,0
0.257357974,2.75,youngest cars,Station wagon,Female,older work. people,0
0.2546201232,0.81,old cars,Hatchback,Female,older work. people,0
0.2546201232,2.42,old cars,Station wagon,Female,young people,0
0.2546201232,1.12,old cars,Sedan,Male,old people,0
0.7446954141,3.58,old cars,Station wagon,Male,working people,0
0.2546201232,1.4,old cars,Panel van,Female,older work. people,0
0.4188911704,1.19,young cars,Hatchback,Male,working people,0
0.4791238877,2.85,old cars,Station wagon,Male,oldest people,0
0.0027378508,1.23,youngest cars,Hatchback,Female,older work. people,0
0.0191649555,1.08,old cars,Sedan,Female,older work. people,0
0.2546201232,1.8,old cars,Sedan,Female,oldest people,0
0.2546201232,1.25,young cars,Hatchback,Female,young people,0
0.2546201232,5.6,young cars,Sedan,Female,older work. people,0
0.1232032854,1.49,young cars,Hatchback,Female,working people,0
0.6899383984,5.12,young cars,Station wagon,Female,older work. people,0
0.501026694,2.03,oldest cars,Station wagon,Male,working people,0
0.3805612594,1.5,old cars,Sedan,Female,older work. people,0
0.9965776865,1.2,old cars,Sedan,Female,old people,0
0.2546201232,0.46,oldest cars,Hatchback,Male,oldest people,0
0.9993155373,0.54,oldest cars,Hatchback,Female,youngest people,0
0.7446954141,1.25,oldest cars,Sedan,Female,working people,0
0.2518822724,0.41,oldest cars,Hatchback,Female,working people,0
0.2518822724,3.14,old cars,Station wagon,Male,old people,0
0.9965776865,2.62,old cars,Station wagon,Male,working people,0
0.2518822724,2.72,young cars,Station wagon,Male,older work. people,0
0.9993155373,1.749,youngest cars,Hatchback,Female,working people,0
0.2518822724,1.21,young cars,Sedan,Female,old people,0
0.2518822724,1.99,old cars,Station wagon,Male,old people,0
0.7474332649,1.58,old cars,Sedan,Male,older work. people,0
0.2546201232,0.64,oldest cars,Utility,Female,young people,0
0.2546201232,1.31,old cars,Utility,Male,older work. people,0
0.605065024,3.62,young cars,Station wagon,Female,working people,0
0.2518822724,0.68,oldest cars,Station wagon,Female,working people,0
0.1916495551,0.75,old cars,Hatchback,Female,young people,0
0.2518822724,2.62,old cars,Truck,Female,youngest people,0
0.1259411362,0.92,old cars,Sedan,Female,older work. people,0
0.9965776865,2.549,youngest cars,Sedan,Female,youngest people,0
0.3805612594,1.71,young cars,Sedan,Female,working people,0
0.0027378508,0.69,oldest cars,Sedan,Male,working people,0
0.257357974,0.46,oldest cars,Hatchback,Female,young people,0
0.257357974,1.67,oldest cars,Station wagon,Female,working people,0
0.4353182752,2.37,old cars,Truck,Female,young people,1
0.2546201232,0.58,oldest cars,Sedan,Female,oldest people,0
0.2546201232,1.56,youngest cars,Hatchback,Female,oldest people,0
0.7310061602,1.45,old cars,Sedan,Female,old people,0
0.9965776865,0.97,oldest cars,Hardtop,Female,older work. people,0
0.3805612594,2.83,old cars,Station wagon,Female,working people,0
0.257357974,2.74,youngest cars,Sedan,Female,working people,0
0.1259411362,1.54,youngest cars,Hatchback,Female,young people,0
0.0082135524,1.03,old cars,Sedan,Male,older work. people,0
0.7446954141,0.61,oldest cars,Station wagon,Female,older work. people,0
0.5667351129,0.45,oldest cars,Sedan,Female,oldest people,0
0.2518822724,1.03,old cars,Sedan,Male,working people,0
0.2518822724,0.55,oldest cars,Sedan,Male,oldest people,0
0.2546201232,2.09,old cars,Station wagon,Female,working people,0
0.257357974,1.3,old cars,Sedan,Male,young people,0
0.3832991102,2.8,young cars,Truck,Male,older work. people,0
0.257357974,0.79,oldest cars,Truck,Female,working people,0
0.7419575633,0.75,old cars,Hatchback,Male,working people,0
0.3805612594,2.31,young cars,Hatchback,Female,young people,0
0.257357974,0.96,old cars,Sedan,Male,young people,0
0.7419575633,3.33,old cars,Truck,Male,older work. people,0
0.257357974,2.27,youngest cars,Sedan,Female,older work. people,0
0.7446954141,0.93,oldest cars,Utility,Female,old people,0
0.257357974,1.59,young cars,Sedan,Male,old people,0
0.257357974,1.42,young cars,Sedan,Male,working people,0
0.4544832307,4.79,young cars,Station wagon,Male,old people,0
0.257357974,1.12,old cars,Sedan,Female,working people,0
0.3805612594,5.82,youngest cars,Station wagon,Female,working people,0
0.0082135524,1.45,oldest cars,Coupe,Male,old people,0
0.257357974,1.95,young cars,Hardtop,Female,working people,0
0.257357974,4.34,young cars,Station wagon,Male,oldest people,0
0.2464065708,1.53,old cars,Sedan,Female,older work. people,0
0.257357974,1.12,old cars,Sedan,Female,working people,0
0.257357974,0.31,oldest cars,Hatchback,Female,young people,0
0.257357974,0.81,old cars,Sedan,Female,working people,0
0.257357974,1.5,young cars,Sedan,Male,older work. people,0
0.1259411362,1.49,oldest cars,Sedan,Female,older work. people,0
0.2518822724,0.44,oldest cars,Hatchback,Female,old people,0
0.0930869268,0.54,oldest cars,Sedan,Female,older work. people,0
0.257357974,2.02,young cars,Truck,Male,youngest people,0
0.0985626283,1.57,young cars,Hatchback,Female,older work. people,0
0.643394935,2.81,youngest cars,Sedan,Female,old people,0
0.257357974,0.79,old cars,Hatchback,Male,old people,0
0.257357974,5.19,youngest cars,Station wagon,Female,working people,1
0.4681724846,0.89,old cars,Hatchback,Male,old people,0
0.257357974,1.4,old cars,Utility,Male,oldest people,0
0.7419575633,1.43,oldest cars,Hatchback,Female,older work. people,0
0.2546201232,2.07,old cars,Utility,Male,young people,0
0.2546201232,1.54,old cars,Sedan,Female,older work. people,0
0.7446954141,1.16,oldest cars,Minibus,Male,working people,0
0.1259411362,0.95,old cars,Sedan,Female,working people,0
0.7446954141,1.12,young cars,Hatchback,Female,youngest people,0
0.1259411362,1.22,old cars,Sedan,Female,old people,0
0.1259411362,1.22,oldest cars,Station wagon,Male,youngest people,0
0.7446954141,2.51,old cars,Station wagon,Female,young people,0
0.2518822724,0.45,oldest cars,Sedan,Female,young people,0
0.7364818617,3.45,young cars,Station wagon,Female,working people,0
0.7173169062,1.04,young cars,Hatchback,Male,young people,0
0.1834360027,2.02,old cars,Hardtop,Male,youngest people,1
0.2546201232,2.04,young cars,Station wagon,Female,oldest people,0
0.3750855578,1.75,young cars,Hatchback,Male,oldest people,0
0.9993155373,1.6835,youngest cars,Hatchback,Female,young people,0
0.0711841205,1.36,young cars,Hatchback,Female,working people,0
0.2518822724,3.69,old cars,Station wagon,Female,working people,0
0.2546201232,2.33,old cars,Minibus,Male,older work. people,0
0.2546201232,1.34,young cars,Hatchback,Male,older work. people,0
0.2546201232,1.49,oldest cars,Station wagon,Male,young people,0
0.3805612594,1.94,young cars,Hatchback,Female,old people,0
0.2546201232,1.12,young cars,Hatchback,Female,old people,0
0.2546201232,2.49,old cars,Station wagon,Male,young people,0
0.2546201232,1.7,oldest cars,Minibus,Female,older work. people,0
0.2546201232,1.97,oldest cars,Station wagon,Male,working people,0
0.2546201232,1.49,old cars,Sedan,Male,oldest people,0
0.1259411362,4.349,youngest cars,Utility,Male,older work. people,0
0.0684462697,3.76,youngest cars,Station wagon,Female,working people,0
0.2546201232,1.21,young cars,Hatchback,Female,working people,0
0.2518822724,2.33,young cars,Sedan,Female,youngest people,0
0.2518822724,0.72,oldest cars,Utility,Male,working people,0
0.5393566051,0.65,oldest cars,Sedan,Female,young people,0
0.1259411362,0.46,oldest cars,Hatchback,Female,older work. people,0
0.7474332649,5.45,young cars,Station wagon,Female,young people,0
0.2546201232,3.69,old cars,Station wagon,Male,old people,0
0.257357974,0.89,oldest cars,Sedan,Male,older work. people,0
0.6187542779,3.1,young cars,Station wagon,Male,older work. people,0
0.6187542779,2.03,old cars,Hatchback,Female,young people,0
0.6406570842,3.08,young cars,Station wagon,Female,working people,0
0.643394935,3.91,youngest cars,Utility,Male,working people,1
0.3805612594,3.86,youngest cars,Station wagon,Male,old people,0
0.2080766598,2.05,youngest cars,Sedan,Female,young people,0
0.3668720055,1.31,young cars,Hatchback,Female,working people,0
0.643394935,7.47,youngest cars,Station wagon,Female,older work. people,0
0.9993155373,3.23,old cars,Truck,Male,older work. people,0
0.1259411362,1.79,youngest cars,Hatchback,Female,older work. people,0
0.1259411362,1.76,oldest cars,Minibus,Female,older work. people,0
0.3887748118,2.1,youngest cars,Hatchback,Female,old people,0
0.7337440109,2.91,youngest cars,Station wagon,Male,oldest people,0
0.2655715263,0.44,oldest cars,Hatchback,Female,young people,0
0.9993155373,1.6835,youngest cars,Hatchback,Male,older work. people,0
0.629705681,2.75,old cars,Station wagon,Female,young people,0
0.7118412046,4.96,youngest cars,Station wagon,Male,old people,0
0.7364818617,0.68,oldest cars,Sedan,Male,older work. people,0
0.7337440109,1.3,young cars,Hatchback,Female,oldest people,0
0.2600958248,3.3,young cars,Truck,Male,old people,0
0.7337440109,1.45,old cars,Sedan,Female,oldest people,0
0.5366187543,1.48,young cars,Sedan,Male,oldest people,0
0.3805612594,1.74,youngest cars,Hatchback,Female,youngest people,0
0.501026694,1.93,oldest cars,Station wagon,Male,older work. people,0
0.2628336756,2.4,old cars,Truck,Male,working people,0
0.0438056126,5.553,youngest cars,Station wagon,Male,working people,0
0.3367556468,2.0,young cars,Sedan,Male,old people,0
0.7392197125,3.75,youngest cars,Utility,Male,oldest people,0
0.7337440109,1.63,oldest cars,Hatchback,Female,older work. people,0
0.7392197125,1.84,young cars,Sedan,Female,older work. people,0
0.7392197125,2.87,old cars,Station wagon,Male,working people,1
0.2655715263,1.15,oldest cars,Hatchback,Female,oldest people,0
0.7392197125,0.62,oldest cars,Station wagon,Female,older work. people,0
0.7337440109,3.01,young cars,Station wagon,Male,older work. people,0
0.7337440109,2.1,young cars,Hatchback,Female,older work. people,0
0.7364818617,1.96,young cars,Station wagon,Male,older work. people,0
0.7337440109,2.11,youngest cars,Sedan,Male,old people,0
0.5393566051,3.16,youngest cars,Sedan,Male,old people,0
0.2655715263,1.29,old cars,Hatchback,Female,young people,0
0.7337440109,0.38,oldest cars,Hatchback,Female,old people,0
0.7364818617,0.48,oldest cars,Hatchback,Female,oldest people,0
0.257357974,1.74,young cars,Hatchback,Male,working people,0
0.7364818617,1.59,old cars,Sedan,Female,old people,0
0.7337440109,0.98,old cars,Sedan,Female,older work. people,0
0.7392197125,0.73,oldest cars,Sedan,Male,old people,1
0.2628336756,0.55,oldest cars,Hatchback,Male,young people,0
0.7364818617,0.83,old cars,Hatchback,Female,old people,0
0.9281314168,3.28,youngest cars,Station wagon,Female,oldest people,0
0.2655715263,0.55,oldest cars,Hatchback,Female,young people,0
0.7337440109,1.27,old cars,Sedan,Female,older work. people,0
0.7392197125,0.87,old cars,Hatchback,Female,oldest people,0
0.2600958248,1.45,old cars,Sedan,Male,oldest people,1
0.7337440109,1.16,old cars,Hatchback,Male,old people,0
0.2600958248,0.62,oldest cars,Sedan,Female,oldest people,0
0.7364818617,2.33,young cars,Sedan,Male,older work. people,0
0.2600958248,2.48,youngest cars,Sedan,Female,working people,0
0.7392197125,2.67,youngest cars,Sedan,Male,old people,0
0.7364818617,0.96,oldest cars,Station wagon,Male,oldest people,0
0.7364818617,1.52,oldest cars,Hardtop,Male,old people,0
0.7364818617,1.38,oldest cars,Hatchback,Female,older work. people,0
0.7364818617,1.2,old cars,Sedan,Female,old people,0
0.7364818617,5.72,youngest cars,Station wagon,Male,working people,0
0.0821355236,1.85,old cars,Station wagon,Female,young people,0
0.7337440109,0.86,oldest cars,Sedan,Male,working people,0
0.1259411362,4.52,youngest cars,Station wagon,Female,working people,0
0.7364818617,0.39,oldest cars,Sedan,Female,older work. people,0
0.7392197125,0.39,oldest cars,Hatchback,Male,old people,0
0.1259411362,1.98,youngest cars,Sedan,Female,old people,0
0.7337440109,2.62,young cars,Station wagon,Male,oldest people,0
0.0930869268,1.28,old cars,Station wagon,Male,oldest people,0
0.7337440109,2.67,youngest cars,Sedan,Female,old people,0
0.1259411362,3.56,youngest cars,Station wagon,Female,youngest people,0
0.7392197125,1.05,old cars,Hatchback,Female,oldest people,0
0.1259411362,2.52,young cars,Station wagon,Female,working people,0
0.7337440109,0.54,oldest cars,Hatchback,Female,old people,0
0.7337440109,1.17,young cars,Hatchback,Male,oldest people,0
0.7337440109,1.17,old cars,Sedan,Female,older work. people,0
0.7939767283,1.8,young cars,Sedan,Male,old people,1
0.7364818617,1.03,old cars,Hatchback,Female,oldest people,0
0.7364818617,1.2,old cars,Sedan,Female,old people,0
0.9993155373,2.999,youngest cars,Hatchback,Female,young people,0
0.7392197125,1.67,old cars,Hatchback,Female,youngest people,0
0.9993155373,2.8,youngest cars,Sedan,Male,youngest people,0
0.7364818617,1.8,old cars,Sedan,Female,old people,0
0.7364818617,0.6,oldest cars,Sedan,Female,old people,0
0.2655715263,0.91,old cars,Sedan,Female,old people,0
0.7337440109,0.43,oldest cars,Hatchback,Female,oldest people,1
0.7337440109,3.2,old cars,Station wagon,Female,old people,0
0.2135523614,1.11,old cars,Station wagon,Female,working people,0
0.2600958248,0.94,oldest cars,Station wagon,Female,older work. people,0
0.2655715263,1.75,old cars,Sedan,Female,older work. people,0
0.7364818617,2.26,young cars,Hardtop,Male,working people,0
0.7364818617,1.18,old cars,Sedan,Female,old people,0
0.7364818617,0.85,oldest cars,Sedan,Male,youngest people,0
0.7364818617,0.96,old cars,Hatchback,Male,young people,0
0.7364818617,1.71,young cars,Sedan,Female,older work. people,0
0.643394935,2.48,young cars,Sedan,Male,youngest people,1
0.4161533196,2.75,youngest cars,Sedan,Female,working people,1
0.7337440109,1.93,oldest cars,Station wagon,Male,older work. people,0
0.7364818617,1.32,old cars,Utility,Male,oldest people,0
0.2655715263,5.236,youngest cars,Station wagon,Female,young people,0
0.7337440109,2.1,young cars,Sedan,Female,old people,0
0.7364818617,1.91,oldest cars,Hardtop,Female,older work. people,0
0.7364818617,0.75,oldest cars,Hatchback,Female,old people,0
0.7364818617,1.44,old cars,Sedan,Female,young people,0
0.3285420945,1.32,old cars,Hatchback,Male,working people,0
0.7392197125,4.09,youngest cars,Utility,Female,old people,0
0.37234770699999997,1.37,youngest cars,Hatchback,Female,old people,0
0.257357974,0.99,old cars,Utility,Male,older work. people,0
0.2655715263,1.54,old cars,Hatchback,Female,old people,0
0.2600958248,1.38,old cars,Sedan,Female,older work. people,1
0.7364818617,0.82,oldest cars,Hatchback,Female,old people,0
0.643394935,0.5,oldest cars,Hatchback,Female,older work. people,0
0.1232032854,5.43,youngest cars,Station wagon,Male,working people,0
0.2628336756,2.099,youngest cars,Hatchback,Female,working people,0
0.1259411362,1.88,young cars,Panel van,Male,youngest people,0
0.3285420945,3.24,youngest cars,Utility,Male,young people,1
0.2628336756,1.05,oldest cars,Station wagon,Female,old people,1
0.2600958248,1.24,old cars,Hatchback,Female,working people,1
0.7337440109,2.84,youngest cars,Station wagon,Male,older work. people,0
0.7337440109,0.65,oldest cars,Station wagon,Female,older work. people,0
0.9856262834,0.73,old cars,Hatchback,Female,old people,0
0.7337440109,1.09,old cars,Hatchback,Female,young people,0
0.7337440109,0.95,oldest cars,Sedan,Female,old people,0
0.7392197125,2.51,old cars,Station wagon,Female,old people,0
0.0219028063,3.96,youngest cars,Sedan,Male,old people,0
0.2655715263,2.29,young cars,Sedan,Female,older work. people,0
0.2655715263,1.39,young cars,Hatchback,Male,older work. people,0
0.7364818617,1.15,oldest cars,Hatchback,Female,oldest people,0
0.7364818617,2.05,youngest cars,Sedan,Female,older work. people,0
0.6735112936,0.77,oldest cars,Sedan,Female,youngest people,0
0.6680355921,4.25,young cars,Station wagon,Female,working people,0
0.7364818617,0.83,old cars,Sedan,Female,older work. people,0
0.7364818617,1.49,old cars,Hatchback,Male,old people,0
0.7364818617,0.44,oldest cars,Sedan,Male,oldest people,0
0.3312799452,2.599,youngest cars,Sedan,Male,youngest people,0
0.2628336756,0.86,oldest cars,Hatchback,Female,older work. people,0
0.7392197125,0.73,oldest cars,Sedan,Female,older work. people,0
0.7364818617,1.69,young cars,Utility,Male,older work. people,0
0.7364818617,1.07,old cars,Sedan,Female,working people,0
0.3093771389,1.4,youngest cars,Hatchback,Female,working people,0
0.7337440109,1.2,old cars,Sedan,Female,oldest people,0
0.643394935,1.42,youngest cars,Hatchback,Female,youngest people,0
0.7337440109,1.07,oldest cars,Sedan,Female,old people,0
0.7337440109,1.15,old cars,Hatchback,Male,older work. people,0
0.9993155373,4.71,youngest cars,Station wagon,Female,young people,1
0.2655715263,1.24,old cars,Hatchback,Female,youngest people,0
0.7337440109,0.37,oldest cars,Sedan,Male,youngest people,0
0.7337440109,1.51,oldest cars,Station wagon,Male,working people,0
0.7337440109,1.65,young cars,Sedan,Female,older work. people,0
0.2628336756,4.98,young cars,Station wagon,Female,young people,1
0.5612594114,0.71,oldest cars,Sedan,Female,young people,0
0.643394935,1.578,youngest cars,Hatchback,Female,oldest people,0
0.3230663929,1.75,young cars,Sedan,Female,older work. people,0
0.7337440109,1.14,old cars,Hatchback,Female,working people,0
0.7392197125,2.55,youngest cars,Sedan,Female,working people,0
0.7392197125,2.13,oldest cars,Minibus,Male,older work. people,0
0.7364818617,1.24,young cars,Hatchback,Female,oldest people,0
0.7392197125,0.87,old cars,Hatchback,Female,old people,0
0.7364818617,0.74,oldest cars,Sedan,Female,young people,0
0.9993155373,1.56,youngest cars,Sedan,Female,older work. people,0
0.7364818617,1.54,old cars,Sedan,Female,older work. people,0
0.167008898,2.62,old cars,Station wagon,Female,working people,0
0.1232032854,1.72,youngest cars,Truck,Male,youngest people,0
0.4709103354,1.8,young cars,Sedan,Female,working people,0
0.7337440109,1.17,old cars,Sedan,Male,working people,0
0.9993155373,4.0,old cars,Station wagon,Female,young people,1
0.7337440109,1.74,young cars,Sedan,Female,oldest people,0
0.1697467488,0.77,old cars,Hatchback,Female,young people,0
0.1259411362,1.89,oldest cars,Station wagon,Male,oldest people,0
0.7337440109,2.18,young cars,Sedan,Female,older work. people,0
0.2655715263,1.67,old cars,Hardtop,Female,working people,0
0.5366187543,1.14,old cars,Sedan,Female,youngest people,0
0.7337440109,4.25,young cars,Station wagon,Male,youngest people,0
0.9965776865,1.27,youngest cars,Hatchback,Female,young people,0
0.7337440109,0.87,old cars,Hatchback,Female,old people,0
0.2108145106,3.07,youngest cars,Utility,Male,working people,0
0.7337440109,2.14,old cars,Utility,Male,older work. people,0
0.0164271047,1.36,young cars,Hatchback,Female,working people,0
0.9993155373,1.44,oldest cars,Utility,Female,old people,0
0.9993155373,0.72,oldest cars,Panel van,Male,older work. people,0
0.7337440109,1.45,oldest cars,Truck,Male,working people,0
0.1259411362,2.94,youngest cars,Station wagon,Female,young people,0
0.3312799452,3.884,youngest cars,Utility,Female,old people,0
0.0054757016,2.3,young cars,Station wagon,Female,working people,0
0.7392197125,0.6,oldest cars,Sedan,Female,working people,0
0.7392197125,0.71,oldest cars,Sedan,Female,working people,0
0.6488706365,0.51,oldest cars,Hatchback,Female,older work. people,0
0.7364818617,2.82,young cars,Hatchback,Female,working people,0
0.7337440109,1.77,young cars,Hatchback,Female,older work. people,0
0.9993155373,2.06,youngest cars,Sedan,Female,young people,1
0.2600958248,1.38,old cars,Hatchback,Male,young people,0
0.7392197125,1.67,old cars,Hatchback,Male,young people,0
0.0848733744,1.12,old cars,Hatchback,Female,young people,0
